title,Courage Under Fire (1996),M*A*S*H (a.k.a. MASH) (1970),True Grit (2010),Forrest Gump (1994),Rob Roy (1995),Roger & Me (1989),"Dirty Dozen, The (1967)",Saving Private Ryan (1998),Behind Enemy Lines (2001),Unforgiven (1992),"Manchurian Candidate, The (1962)",Braveheart (1995),Legends of the Fall (1994),"Treasure of the Sierra Madre, The (1948)",Shanghai Noon (2000),King Arthur (2004),Crimson Tide (1995),Dances with Wolves (1990),Tropic Thunder (2008),Jarhead (2005),U-571 (2000),Heartbreak Ridge (1986),There Will Be Blood (2007),Three Kings (1999),Schindler's List (1993),Letters from Iwo Jima (2006),Platoon (1986),Battlestar Galactica (2003),Thirteen Days (2000),A Million Ways to Die in the West (2014),Glory (1989),Fahrenheit 9/11 (2004),Desperado (1995),Blazing Saddles (1974),No Man's Land (2001),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Good Morning, Vietnam (1987)",Young Guns (1988),Master and Commander: The Far Side of the World (2003),"Patriot, The (2000)",Butch Cassidy and the Sundance Kid (1969),Back to the Future Part III (1990),"Hurt Locker, The (2008)",Jackass: The Movie (2002),Troy (2004),Gone with the Wind (1939),Bowling for Columbine (2002),"Quick and the Dead, The (1995)",Lawrence of Arabia (1962),"Boot, Das (Boat, The) (1981)",Black Hawk Down (2001),"Bridge on the River Kwai, The (1957)",The Imitation Game (2014),Rambo III (1988),Pearl Harbor (2001),Enemy at the Gates (2001),"Great Dictator, The (1940)",Hot Shots! Part Deux (1993),Doctor Zhivago (1965),Lone Star (1996),"Thin Red Line, The (1998)","Peacemaker, The (1997)","Killing Fields, The (1984)",Super Size Me (2004),"Pianist, The (2002)","Last of the Mohicans, The (1992)",Maverick (1994),"Great Escape, The (1963)",Blood Diamond (2006),Flags of Our Fathers (2006),Hotel Rwanda (2004),"Last Samurai, The (2003)",Crumb (1994),Tombstone (1993),Django Unchained (2012),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),For a Few Dollars More (Per qualche dollaro in più) (1965),Grave of the Fireflies (Hotaru no haka) (1988),Dead Man (1995),Kelly's Heroes (1970),Captain America: The First Avenger (2011),300 (2007),Inglourious Basterds (2009),Born on the Fourth of July (1989),Westworld (1973),"Magnificent Seven, The (1960)",City Slickers II: The Legend of Curly's Gold (1994),Kingdom of Heaven (2005),Sicko (2007),Spellbound (2002),Life Is Beautiful (La Vita è bella) (1997),Duck Soup (1933),Cold Mountain (2003),Red Dawn (1984),3:10 to Yuma (2007),"March of the Penguins (Marche de l'empereur, La) (2005)",Stripes (1981),"Outlaw Josey Wales, The (1976)",Ran (1985),Paths of Glory (1957),Little Big Man (1970),¡Three Amigos! (1986),Hot Shots! (1991),High Noon (1952),We Were Soldiers (2002),Wild Wild West (1999),"Mariachi, El (1992)",Patton (1970),Full Metal Jacket (1987),"Downfall (Untergang, Der) (2004)",Hoop Dreams (1994),The Hateful Eight (2015),American Sniper (2014),"Deer Hunter, The (1978)",Seven Years in Tibet (1997),Small Soldiers (1998),"Fistful of Dollars, A (Per un pugno di dollari) (1964)","African Queen, The (1951)",City Slickers (1991),"English Patient, The (1996)",Once Upon a Time in the West (C'era una volta il West) (1968),X-Men: First Class (2011),Henry V (1989),Rango (2011),Lord of War (2005),Apocalypse Now (1979)
Hot Shots! Part Deux (1993),0.7215138558323062,0.7391785260021722,0.8496180357669849,0.549526433220431,0.7976387960228567,0.777272149013128,0.8340874315939301,0.6088418463733621,0.8516819740182144,0.676402856490677,0.7969604163943933,0.5704808967367756,0.6571936756846022,0.8554158567176999,0.7157408934128896,0.8316815229195645,0.6940901229692427,0.6760395629083142,0.8173945840997849,0.7873799901854477,0.7019518419490108,0.8267553652759145,0.8902896285667363,0.6655425018459376,0.6449564437374349,0.8445829954202353,0.7025416841279559,0.8896900336859314,0.7009596612469124,0.9287966756789512,0.7209336172965197,0.6999411694072193,0.6167759811755067,0.6199961213941041,0.9422837545254656,0.618642880663977,0.7518621180259032,0.5994271576900334,0.6666505523716186,0.7051197765377735,0.7405924547522735,0.6067002148211619,0.83018244334203,0.9097185372681748,0.739094900102448,0.811640788470768,0.7433781815411398,0.7718837019111724,0.7349831514401488,0.8000515086709569,0.7453425772510882,0.7386587637406458,0.921831325048592,0.569944103246284,0.7629995195740764,0.6532420503724499,0.8695635585866137,0.0,0.8587076344940051,0.9523923453829728,0.658100419421517,0.7803625925536356,0.8320487224498534,0.7194302897432827,0.8088654553675524,0.5723599580000714,0.5761374254242811,0.6984886047378259,0.9102997980024052,0.7133339560210108,0.8277892527630343,0.680428381397227,0.93023845309961,0.6750141283547513,0.7871742728858353,0.7415726932436345,0.781219099056204,0.7511256876667254,1.0,0.7944666459224933,0.7397137934168194,0.7230204865867083,0.7830292167180934,0.7536490886989132,0.7441615212151658,0.6432630102960853,0.6406031622007755,0.7489719901584262,0.8933552247295017,0.8257757139545122,0.6200479958746081,0.7303428414673285,0.7922877862247313,0.7110934534145332,0.769310859104287,0.7767864963561641,0.7325815710720104,0.7540308892292487,0.800850496456167,0.8333011346133105,0.8132271321157731,0.7080032579059157,0.4533766114466577,0.821246972469033,0.7126307003991961,0.624147327352208,0.7255416829060468,0.7801128732911062,0.6444901633945389,0.975121586096683,0.9117913980900793,0.9381210120518614,0.9212487663174428,0.7769334858832826,0.8294797819552542,0.643470739950331,0.708562088705577,0.8423724222411508,0.7041084911046045,0.694918318942674,0.8623076179153975,0.7990264617912828,0.8479455845949743,0.8563111231787588,0.8766968169009045,0.6409023099461877
Hotel Rwanda (2004),0.7959744730132723,0.8091658105850177,0.7513229445890222,0.5635796121606997,0.8768346418675143,0.837019735575086,0.7521586201527257,0.597291344522699,0.8297639804616721,0.7098766440402678,0.8220611838901029,0.678408207289715,0.7396550204241364,0.8815200776324802,0.7802664458907071,0.769578811047077,0.7003912233600762,0.724184695628058,0.7012558713400301,0.7719843024227558,0.7764828554217404,0.8644089688060802,0.6398322918669326,0.7825345766356021,0.5382637503024551,0.3874215336641934,0.7465988510522789,0.7550008652373267,0.7719737798641326,1.0,0.704116951823939,0.6550357071769477,0.7553935567847971,0.7805850216009884,0.7040100072597333,0.6809596213316372,0.7587517559219985,0.8342313224888097,0.5046496454311262,0.6826896626645298,0.7809695707585917,0.6526322141685552,0.6246601968437766,0.8412584031478283,0.6232499643117371,0.7781929305531367,0.6442325187420598,0.7649313656934029,0.7442580324522814,0.6609466231567216,0.5378853092554073,0.6767125957166384,0.6520955781228699,0.822669068547749,0.6811482339135788,0.5783510195824432,0.7770247583409366,0.8277892527630343,0.7247291066022652,0.9641249793972084,0.757142259390343,0.9377706981905368,0.8074077119853681,0.6525881745631054,0.4534964659090861,0.7458997803821694,0.7856413855433111,0.6737560076963666,0.4574257974103307,0.6544542414379224,0.0,0.5117209465401111,0.86054556016221,0.8425462430385448,0.6838858784029211,0.6615727163149292,0.6964532044791636,0.7235059754600051,0.7484484470715336,0.7533766879902386,0.7252780442460138,0.6048470434294422,0.6223545158481139,0.7317682731878521,0.9117621637031142,0.7745822227040535,0.8291317187096405,0.6665991664754833,0.7535541390333773,0.8375223946892572,0.6313309449862621,0.8311575062493476,0.7719844591863904,0.8303730263214679,0.6269005978585465,0.6144777432038793,0.8209281475484911,0.7537228669556526,0.7207370450915538,0.6590713690618064,0.8175543806160036,0.7347085904592605,0.7563205561351166,0.8257680036477569,0.6494308018047965,0.720954147819848,0.7445631536249095,0.6590331077757918,0.6844837749540423,0.6656736639577585,0.8778024483052529,0.849295054033628,0.734906594123157,0.7165163441890601,0.770326259135656,0.849788126942007,0.666969248646168,0.7647667157231471,0.6975643644447609,0.7629753936181485,0.8215258537246435,0.8320128124574178,0.836371809893323,0.9115733133557172,0.5087053413786589,0.7129432657238474
"Hurt Locker, The (2008)",0.8834843241919667,0.8688233718779336,0.3538383628569732,0.5783521057758838,0.8819674872434498,0.9426935543627296,0.8187558695348651,0.5811695315082954,0.6780558076099074,0.756159083116214,0.8953116336320276,0.6761878437535447,0.8711845163874806,0.9248063974642374,0.7278222946050297,0.6292679917244589,0.7620498441295559,0.8146880924444686,0.5997665772182371,0.5606570554969015,0.8523741620168088,0.919899782367413,0.5899055824836629,0.7906189066035123,0.646705733967444,0.5424359285815366,0.6526405168402633,0.8190168611371742,0.9382992869497564,0.8018202789715514,0.777497222412644,0.7700754013227207,0.6009579879110902,0.6203555290844813,0.8508786298180703,0.667701948096393,0.851445324567667,0.8345509580033323,0.6122868871554062,0.6753196263604391,0.7905528576441938,0.7329973198264186,0.0,0.6320862563302336,0.5715195584044628,0.8709089929464743,0.6822551714691831,0.6550025855287316,0.8691722055241633,0.7955598641322899,0.4778329641993074,0.7856628637353156,0.6260211134807109,0.801201366906568,0.7059326575460043,0.6703717468100452,0.9030795522803388,0.83018244334203,0.8589152245505438,1.0,0.7719854115014687,0.9842140181347282,0.8837233473515163,0.6142725997881968,0.6972582782784122,0.7800548161271809,0.8327466036723343,0.7401113817615939,0.5130723211435542,0.6764021340373967,0.6246601968437766,0.5681579073565528,0.8705554454087443,0.8291223473187797,0.4841828216328334,0.6581805042927664,0.7243278403549549,0.8980327264756247,0.7452254895198904,0.8861173847695955,0.5403264134374675,0.5883031810139661,0.3603841951579448,0.848894329777113,0.9021750207538304,0.784830227072284,0.8700997929792718,0.6140240073500612,0.7099150326772325,0.8524032659885308,0.7993758752226233,0.8454586827269817,0.8363516427264541,0.938073193436406,0.5653860753668138,0.7882477557490964,0.8394454401346821,0.7740600790930035,0.8752008555090698,0.6488862044821173,0.8451396742583648,0.8534406870830982,0.7525201245629178,0.7786816053198813,0.7555224814375782,0.7250599888871876,0.7258333375580415,0.7323431562420585,0.7207214459275278,0.7028125911969743,0.9549596003481547,0.5371373975083444,0.584447434914949,0.8092730283285645,0.8001582354243217,0.748564050041636,0.6768957680900649,0.8526892594808237,0.774911416887065,0.9076197459136816,0.7657545791916913,0.5196457035145807,0.9201953791786778,0.5437575187026911,0.5401149430563555,0.6589672179710715
Inglourious Basterds (2009),0.9104934652921348,0.9129659103220624,0.3971915031980773,0.435063758318605,0.9145448126028812,0.9369875244752252,0.8432593886333997,0.4590646561645776,0.634231467184429,0.7358372225238714,0.9604425304104603,0.5558691277781609,0.9006023142302928,0.937162694529333,0.7488732568513421,0.7445715600148006,0.8301288744056883,0.769120683350489,0.4776642196190159,0.6388863718341335,0.8578329956136095,0.9112717522385952,0.6170437971251701,0.8346796067202107,0.5669816936827256,0.6597847639413515,0.7416664939302801,0.7681278028781044,0.9597959809056372,0.7330080228890579,0.8724008584998735,0.7698221450678333,0.6329133535548082,0.7041388495990959,0.8859342918136305,0.596797235335748,0.8052825149222055,0.8304199690208557,0.6398145243870386,0.6338369723518871,0.872833302367541,0.6534787978101559,0.3603841951579448,0.6254530321304059,0.5021943486097001,0.8281722540932087,0.6865500218351004,0.7297788157832399,0.8772442625456954,0.8653220168509278,0.4858273542290132,0.8275259791427428,0.5508519716999265,0.8213647727858723,0.6877409769349303,0.7060508255651083,0.8428009849374061,0.7830292167180934,0.9332067742959612,1.0,0.857085732805617,0.9864994892439748,0.8764299878064875,0.6698270995001863,0.5997378989414501,0.7869458689640199,0.7963953683037306,0.7826317400283413,0.4977616448116647,0.8250298919434034,0.6223545158481139,0.5568152402762023,0.9056239731259615,0.8036839698930418,0.2596685213850757,0.5886380981638739,0.6954839990410981,0.8194496258957467,0.8144203500204208,0.9182340619468448,0.5265745433572471,0.4898722904592036,0.0,0.9013277522832056,0.9708297061198858,0.823493119669366,0.9061182136743005,0.6328997070600895,0.7164721202880944,0.9007218579827307,0.6209782966138195,0.8813885413693575,0.906388085881767,0.919927807661247,0.6265781085592571,0.8138393362273527,0.8541365723522175,0.8512543606878207,0.9593406061289133,0.761040289532545,0.8828181735252223,0.8306256512350954,0.7190123202444236,0.8406431616083109,0.7167270371344296,0.6640934244274037,0.8073049766274096,0.8192080933989934,0.6172142454984483,0.7135543630600851,0.9768882896808674,0.5119657048364405,0.6512234102151335,0.8294977671386066,0.766420657963912,0.7959879174305163,0.6787668711565893,0.9071486648560528,0.8336688442480098,0.954588390738201,0.7765006714785259,0.5539275399437513,0.9168676587532012,0.5718188751813869,0.5439786400593396,0.6415235244514852
Jackass: The Movie (2002),0.9371335044322598,0.8994314052679753,0.6128538289134222,0.7302306145585584,0.8373807108854558,0.9557420748527482,0.9222359227337388,0.7546933947163325,0.7165958055664156,0.7799759918816411,0.9433208695960976,0.8158668831882075,0.9109875067205212,1.0,0.7637636923527866,0.8653487067606511,0.8961112712298855,0.8821227128770558,0.6279169922485893,0.6603960791994139,0.8479842138848659,0.8831502775293549,0.687970459139437,0.7784104436127058,0.7797531267782543,0.6943757947027531,0.8673670321441668,0.9036694256486952,0.9099913657009996,0.7169521424393246,0.9006370206772241,0.8301034849918676,0.7749840481216421,0.8535592883790339,0.9148766811090372,0.7273256345216828,0.7707315823870429,0.8077694927573198,0.7514756698583849,0.7864297332777519,0.8445730036671225,0.7604730800201727,0.6320862563302336,0.0,0.66626423254072,0.9944248198685312,0.8419803619666228,0.7931725278134023,0.9427447567768074,0.8139006999145855,0.7283939491412625,0.8529012162122656,0.7201440930225297,0.8737069482256417,0.5928626966013187,0.7286737676445696,0.9123289430554714,0.9097185372681748,0.9228198873391916,1.0,0.9291446872016936,1.0,0.9192268136487238,0.6292341233014653,0.7251509259904937,0.8143626205516525,0.8409130584333266,0.8717249708342245,0.672480402208026,0.7259490531919038,0.8412584031478283,0.6739246601300396,0.9265082578408922,0.8196033966917448,0.6560132384486514,0.7814591122205363,0.7715603815228678,0.8609403981753693,0.9166403362237734,0.8975903045380716,0.799290670124516,0.6755617814124666,0.6254530321304059,0.9087867356007404,1.0,0.7982146072364906,0.8618802327651103,0.7198476025090497,0.7921577896591834,0.6872338576757522,0.878345879178303,0.9132907857022544,0.8540715692632469,0.9096615418245078,0.6559223143831144,0.8456835509285886,0.8686854334191527,0.8110574298907804,0.908971874051398,0.6991482954970669,0.8585789408030406,0.882191915776112,0.8289894962051861,0.9312255229529762,0.8563364064840551,0.6767408012106972,0.762665429996507,0.775238977336901,0.8261125645566392,0.8353767358727197,1.0,0.7132622217973187,0.693394952848527,0.8717421221538896,0.9259424886829182,0.7354048528785534,0.7932471094408411,0.9413919905405822,0.8490612923985377,1.0,0.7473743679822185,0.8016349048080735,0.9264725215187416,0.7057115171912902,0.6480551328164719,0.7747554763666469
Jarhead (2005),0.8189722643460112,0.8400389320023418,0.5293247274063815,0.6915298678806765,0.910663583824686,0.910445267432071,0.7866649137084212,0.6942800576952235,0.4985819808828503,0.6883281118346392,0.887516841603717,0.7139739636198592,0.8108798705645953,0.927393860965497,0.6994123402791282,0.7484954108127622,0.7938265416112892,0.7165263112414586,0.584250244670103,0.0,0.7837188247268229,0.8908727842873987,0.7525275701208398,0.758564311411073,0.6997242854335717,0.6844707632891482,0.7302311850170625,0.812574662411755,0.7872230387778332,0.8407383834327135,0.8584858594446452,0.5730861481858178,0.7130280365529809,0.7030479610072708,0.7801394905743284,0.691276199991901,0.7414018563419874,0.749785437661304,0.6395049518343794,0.7354023687180636,0.7822675784192731,0.7539922625474574,0.5606570554969015,0.6603960791994139,0.4824331109116273,0.949420426150049,0.6511834238424421,0.6354135080510538,0.8810263820112333,0.8571162286653843,0.5664663695987715,0.8058801279385419,0.7945166125189375,0.7690215495769448,0.6605752443954407,0.7269320205585899,0.7754232355634101,0.7873799901854477,0.8457051641279909,1.0,0.7952787025230623,1.0,0.878361143695443,0.585943246410024,0.6764863821469572,0.7415521408362904,0.8414194815153453,0.8457608052376272,0.5748280876529724,0.5502990355703081,0.7719843024227558,0.5879586575534956,0.8187614150238438,0.6798987674859598,0.6900411033194822,0.7541889117583188,0.7458227423936172,0.8073972816549155,0.7899272524408849,0.8625153167337999,0.758076418217223,0.5359096205436655,0.6388863718341335,0.849595144147546,0.9186795764062898,0.621792214556461,0.7910897887117367,0.6411169165942772,0.6380183890502872,0.6780732799588397,0.8078169535035933,0.723660288116897,0.7114835867652325,0.8602654003971637,0.5449161110578515,0.7151687660600543,0.8241140294038378,0.6404719117371612,0.8554793478780902,0.8719779938438326,0.732022445188148,0.7776633898237741,0.6862867701784341,0.8464520074197283,0.6180414652052153,0.6834292852050503,0.6779158407166186,0.8467071092235009,0.6979931236432435,0.7051338475223092,0.8791929761970806,0.8013189495888896,0.7430952438918632,0.7996513236821363,0.9661241918422658,0.6705223189134124,0.6880291508127299,0.8853993224639336,0.7551690287442523,0.924207972592608,0.6592125087972515,0.6774002513373947,0.8712473032342298,0.6196318422249751,0.6657281781106154,0.6803468604611198
Kelly's Heroes (1970),0.5922344518433319,0.618991989529404,0.8636140471126759,0.695782049450953,0.5600368199931238,0.7251121967124472,0.5240350532913822,0.6907626349811671,0.8548906060729076,0.5938925673825926,0.7627096264100606,0.6802667550856559,0.6493886093380705,0.7473579053310386,0.7479251581988167,0.8619848512931713,0.4836775645623304,0.6207696500694968,0.8907473005775404,0.8625153167337999,0.7019569958749355,0.6031295518886732,0.9365942028985508,0.6273304711765146,0.7479794685925565,0.7443226745784728,0.6510728832192787,0.8990188724296742,0.7691275976473538,1.0,0.4680031676270485,0.8937312145015497,0.7230323391200753,0.7345548762371124,0.8556938002064514,0.6058955883872379,0.7242896690522778,0.6848874496054173,0.7031708180178786,0.76119381002386,0.5079184098485529,0.8013023471640719,0.8861173847695955,0.8975903045380716,0.8997042833228289,0.634061249758176,0.8387187374964971,0.6316897885079842,0.536125403573366,0.6775492857620049,0.8260930658154466,0.6274052052011738,0.9271641751779304,0.7815563281306837,0.8023221222141589,0.8314649054543266,0.8676588815853354,0.7944666459224933,0.6097542969659282,0.9290244017766776,0.7326064134460639,0.679538261365909,0.7342336406729109,0.8762816826118327,0.8043696040974202,0.6659376979947407,0.7511453400980748,0.4750714603513702,0.8381438305689539,0.8393172332289868,0.7533766879902386,0.8229525975276228,0.7280739177297243,0.6975169746599413,0.9429529944385304,0.6819475725781785,0.6396754894264102,0.8699161411499547,0.8102518421441383,0.0,0.8759371540392797,0.9242116293050384,0.9182340619468448,0.6409889121377743,0.7997569541317615,0.6827095142062095,0.8555269778180739,0.9181341981737982,0.9072553957241196,0.8493213595979768,0.8503934410739945,0.8067339174709476,0.6484866076613356,0.6138026641139402,0.8876990760369199,0.6652582152303665,0.6666417556860211,0.4763678911488879,0.8497092589163321,0.8683814168360695,0.7370201466756188,0.7939168716073706,0.8847573261265541,0.6623940191067772,0.8681239053208426,0.8083293768424841,0.701449148599872,0.5961359296855315,0.7982380870357113,0.8945257664776962,0.7814886896016688,0.912734657514864,0.9053801746957966,0.7767173193701986,0.9315563996880872,0.7563115102222433,0.6588347068417728,0.6673739163158903,0.6739720309503663,0.6760663625748242,0.8445612083036712,0.8781928468833153,0.7832204702077998,0.9062797404807444,0.8890057417556942,0.7066482320507669
"Killing Fields, The (1984)",0.6160108506840841,0.4784907899981812,0.907164630071486,0.6797031553643134,0.8434004413042752,0.5828443711911371,0.5985543693193875,0.7299305623618539,0.9364158069858232,0.5659641371150778,0.35944830369538,0.7283927945538267,0.7416786574067098,0.5766758494031222,0.9393566797404742,0.8911438680145269,0.7411629786917326,0.6258946801839163,0.9223053398248816,0.878361143695443,0.9469757314099766,0.6000274073908132,0.8785476314903087,0.5776190370414833,0.695584432702589,0.7636943341722366,0.5952546200561217,0.8805303433662851,0.8723241537518229,0.9843014349037368,0.6198340298617624,0.8365569457797745,0.8403623018955598,0.7417009810571533,0.6397411370716113,0.6409816725203319,0.745295588954201,0.8176199993632652,0.8085094391154402,0.935788871452544,0.4267203829064254,0.8311188131327661,0.8837233473515163,0.9192268136487238,0.9481273204035928,0.6254389116590406,0.7541382719810243,0.8220472572665006,0.489805817567385,0.574571109471717,0.8969863493349995,0.6317636779227753,0.8843868930569375,0.7258987776565786,0.8862051844665879,0.8332129737796349,0.839700796125314,0.8320487224498534,0.6832294083340107,0.5504082354802018,0.7198980844527385,0.8436336934439463,0.0,0.8013553056803591,0.7519117756282899,0.7058192669704935,0.8466577086526754,0.6086451728426537,0.8767609670539506,0.7983766597376806,0.8074077119853681,0.8514448040606402,0.6043745003034118,0.8181695324777565,0.893513123698806,0.5746523266601237,0.6766259705548134,0.8623223822277635,0.8592021061207906,0.7342336406729109,0.9220130197127108,0.9202983251173452,0.8764299878064875,0.7072938663968245,0.842063109488737,0.8279495183353998,0.8905189882218624,0.9022230500583178,0.8892298819854534,0.865309955681647,0.7315757532943283,0.7878828767062279,0.7065794738910792,0.821439111739082,0.9114253448584608,0.8182605229745237,0.4870005208512475,0.6502661859049172,0.532620770085724,0.7571725430065814,0.5836367803960227,0.7607511449500398,0.822754965100678,0.623371703363821,0.9191001439427984,0.9565683364583804,0.7488881911648133,0.5808344213662666,0.631517823169091,0.7632277013183301,0.4866302909950135,0.9001987592950966,0.9253708865420572,0.4580392202116887,0.8031860858645289,0.8452996699346763,0.5776678281348533,0.5761500870332958,0.6837390841019455,0.7790135260631165,0.7820469125393648,0.9363758510277438,0.6118762062399246,0.9260803974380236,0.8649744252550221,0.5161182971468059
King Arthur (2004),0.9037230635319226,0.8806377229770811,0.7998409859500935,0.7010754086888062,0.7890455749006728,0.9254432881928102,0.8332714129777878,0.7220261700660722,0.6859356076975508,0.7720459322522475,0.900178514233471,0.7224354001997175,0.8963981360335969,1.0,0.7446972275693069,0.0,0.8522638559698329,0.7335476832966257,0.720901173974557,0.7484954108127622,0.8341266677827739,0.9284201659085852,0.8000348697713561,0.8721276766245782,0.7225764226192388,0.8186312478820843,0.8390657905523073,0.8147735110307514,0.7243124342235454,0.8944585457880525,0.8863801060699348,0.815999553798377,0.8063318637170684,0.8272315598055561,0.8696378366440614,0.7727104532287908,0.839773662381718,0.9470095231194208,0.6814813858875626,0.7242460919166192,0.8864785832989275,0.7234862062095943,0.6292679917244589,0.8653487067606511,0.5558902494694588,0.9648717623322683,0.8785603614038267,0.8859714148354579,0.9123164196686622,0.9561535543161862,0.6893616020295226,0.8413283743033374,0.8013727820348697,0.7936943166141603,0.8199422775785771,0.716102476405637,0.9263466613979522,0.8316815229195645,0.9527209860442308,1.0,0.9077652964582056,0.8624586740990481,0.8911438680145269,0.7781358509990574,0.8216703296755344,0.7557173285909319,0.8757846312553486,0.834984621833954,0.7434093607567969,0.705976030507178,0.769578811047077,0.525498206701636,0.9549804090278474,0.8995387279378618,0.7752874061283914,0.8058666526023289,0.8043060093011056,0.930696812558056,1.0,0.8619848512931713,0.6789960364576559,0.6231103322643743,0.7445715600148006,0.8707880316274412,0.8599811350765166,0.8626558337715298,0.8969971988835062,0.5580512690808352,0.8692388814024502,0.8891198558615507,0.8250009190443977,0.8300276685671707,0.6709581338145231,0.90315577568166,0.7356765056527426,0.7647884817600519,0.9195592878536408,0.8032377671940484,0.9442379663786514,0.7503088928012418,0.7765151954379323,0.9639165462053544,0.8653115800896991,0.9526038766139576,0.676520389188831,0.7442213172086898,0.7576892098984213,0.830894135032981,0.8143054128138328,0.8795881039346996,0.957738147894402,0.7861037453404885,0.8104244696259908,0.8391221651071407,0.9092676600129448,0.7916040155961344,0.7248407123020072,0.923708016178664,0.873472951811973,0.8710706634589243,0.9058022314524904,0.7800167759494278,0.954958517662113,0.7854951922806489,0.6445439444768587,0.8956148654723645
Kingdom of Heaven (2005),0.9066689806527348,0.9023786717268324,0.6553513522707779,0.6699077475136808,0.8623560626967892,0.9241866453380296,0.8952088912263505,0.6210004685443892,0.7085563430547424,0.7693075900483458,0.922327402363372,0.6409823700191126,0.9288438550470745,0.9594133415336412,0.7766361422167263,0.5580512690808352,0.8220397134880373,0.8686157352320967,0.8300335382556028,0.6411169165942772,0.7754037722806699,0.8425389664733451,0.6772148385138326,0.876773850005487,0.7203982434786349,0.6782465665397928,0.8234839609915451,0.887546526984042,0.6967717962144966,0.686799822544065,0.8131497409182147,0.7650313884468152,0.7583224331723203,0.8463922412727651,0.8541846608576203,0.785011419272363,0.8052922615218088,0.8551129224305336,0.6360752179929621,0.6413008268546175,0.8907713681090625,0.7869131467021713,0.6140240073500612,0.7198476025090497,0.4984688392903129,0.9432443817859144,0.8005126516552934,0.7827001349550098,0.922845603890854,0.7964673233445523,0.5133475782852773,0.905051522888386,0.7249292153171121,0.6730882571910544,0.6579797804242471,0.632795762964171,0.7848856197035005,0.7489719901584262,0.938302601335607,1.0,0.8826714166342584,0.939513726357586,0.9022230500583178,0.7225982854437806,0.591404424551066,0.711056526879791,0.8561651969466402,0.9487287894492392,0.5956119117759705,0.5699836027995835,0.6665991664754833,0.4771540852971556,0.9412510663924734,0.8756438822858178,0.5918246203287763,0.7231024399205387,0.8304303249351814,0.8234302856603197,0.8730718073737485,0.9181341981737982,0.6260399094459559,0.5596594934761604,0.6328997070600895,0.8723979967061635,0.9204486352036167,0.8002875116448023,0.8820440496940194,0.0,0.808833540221888,0.8735442438858236,0.8512570333326998,0.8574093173509962,0.780164842473239,0.8581469175457306,0.5947467042560425,0.7513377203163053,0.8405685197982358,0.8381716943262087,0.9272325683041488,0.6575377804277744,0.8052615422062446,0.865464003842673,0.726590105541916,0.9057520423253492,0.515201803554374,0.7149266676128381,0.8373793631820236,0.8415215214195132,0.7676338472398887,0.8989858271974267,0.921214022293454,0.6091695873813314,0.7578465578173044,0.8005223729208877,0.882633176297068,0.8129449931412132,0.7770377710678582,0.9531490483768058,0.8621032536458503,0.82482642442527,0.8628595496909678,0.5867752417109482,0.89713937316962,0.6948379019189641,0.4270668280399994,0.7942178819687411
"Last Samurai, The (2003)",0.7816031878725301,0.8366167118809646,0.6090839922848994,0.4354056512916945,0.8064752775888328,0.859815218244909,0.6920282239632456,0.4354093473274375,0.5872091695374464,0.6143504943522249,0.8931516856551681,0.5077698606171437,0.7926357243265832,0.9043744701694046,0.6797388659555776,0.525498206701636,0.7284097943227728,0.5990723936769142,0.5544924469672566,0.5879586575534956,0.7349794931928904,0.88968164366635,0.6228325282436857,0.6582179151577741,0.5334371205009567,0.6112188279436803,0.6231534331589033,0.6981585709176918,0.761345482003737,0.756851011233793,0.7827366336082127,0.5727882044229663,0.6190879122951887,0.6821257597200776,0.8056098738409169,0.5985002150836483,0.6024891659414724,0.7383777581445417,0.3909959789584718,0.512956913765835,0.7951366403644677,0.5649434299715413,0.5681579073565528,0.6739246601300396,0.4414411583183643,0.8210977901043854,0.5927739241285985,0.6519433391760592,0.7848332723909198,0.7937620295652992,0.4638488809257324,0.7027992999448621,0.6961488588700728,0.7057866122056737,0.56216941698719,0.470611618330819,0.8101957008279758,0.680428381397227,0.8675161879197555,0.9677159580744308,0.800184291275924,0.8369401834389238,0.8514448040606402,0.5930615041136273,0.6027844152264991,0.6273910293925764,0.7279293768607338,0.7514987479947255,0.4802290069632562,0.6218389922060475,0.5117209465401111,0.0,0.9082015102063432,0.7032085398809156,0.5825180087138739,0.6463774642267374,0.6087464031531937,0.7641865887691864,0.7767645249556308,0.8229525975276228,0.602374032494686,0.3907064954460676,0.5568152402762023,0.7469677025185575,0.8558690054710709,0.6749293672809231,0.7135776028076956,0.4771540852971556,0.6087901904800098,0.75,0.6666504395739427,0.8139487159222321,0.7007776892451106,0.853236545865587,0.422598572283966,0.6787917960584368,0.7707781859546556,0.7098404124420935,0.8370486999640524,0.7114428116815268,0.7456833000182412,0.7243495523919392,0.6435479802224087,0.8039442309875074,0.5588381851321863,0.6196128694484195,0.6786894346854169,0.7401984988934095,0.5270029104302258,0.7945386427654895,0.9160150127970568,0.7045661040159839,0.7519555037189021,0.7689801510475064,0.8413733434930205,0.7296477422987095,0.5574157678266634,0.8410100682518749,0.6464238005925471,0.7795568325669361,0.7354433391689799,0.6443993993800774,0.8275828394383291,0.7332598482254389,0.4870621087574226,0.5900609468581934
